,County,Area,Tract,GEOID,day,night,DevelopedArea,Pop,State,Black,Asian,White,Hispanic,nonUS,Edu,SP,Age,Income,Housing
31458,Suffolk County Massachusetts,89067.9275531917,Census Tract 104.03,25025010403,9.46664264019959,3.01648063781321,89012.6165096507,2927,MA,0.0543218312265118,0.250085411684318,0.582507687051589,0.128117526477622,0.181072770755039,0.225997045790251,0.82962962962963,0.0649128800819952,22188.0,1396.0
31459,Suffolk County Massachusetts,136109.534656755,Census Tract 104.04,25025010404,11.5962502304474,3.59604339502232,136175.9141142,5745,MA,0.0591818973020017,0.166405570060923,0.669103568320279,0.0884247171453438,0.189904264577894,0.174193548387097,0.321428571428571,0.0106179286335944,5116.0,1604.0
31460,Suffolk County Massachusetts,371158.056833669,Census Tract 104.05,25025010405,11.3924690799397,3.5275781128101,371316.839144838,5814,MA,0.0923632610939112,0.1484348125215,0.64671482628139,0.0911592707258342,0.144306845545236,0.335232668566002,0.378378378378378,0.0349157206742346,4841.0,906.0
31461,Suffolk County Massachusetts,40989.23706461,Census Tract 104.08,25025010408,10.8767061527581,3.41287393917963,40959.1276367187,1507,MA,0.0364963503649635,0.195753151957532,0.704711347047113,0.0583941605839416,0.181818181818182,0.0306030603060306,0.822784810126582,0.006635700066357,50897.0,1713.0
31462,Suffolk County Massachusetts,201974.912275516,Census Tract 105,25025010500,10.0550412605122,3.08024082568808,202068.247175628,3312,MA,0.107487922705314,0.147644927536232,0.622886473429952,0.0957125603864734,0.208333333333333,0.164870689655172,0.157407407407407,0.0815217391304348,19266.0,2040.0
31463,Suffolk County Massachusetts,341794.185955147,Census Tract 106,25025010600,9.02000000000001,2.93000000000001,197976.560521982,2823,MA,0.0641161884520014,0.0906836698547644,0.797024442082891,0.0453418349273822,0.0952886999645767,0.101524879614767,0.197080291970803,0.110874955720864,66857.0,2715.0
31464,Suffolk County Massachusetts,202501.305235969,Census Tract 107.01,25025010701,9.01465437568483,2.92607260254395,202660.61456993,2954,MA,0.0287745429925525,0.0954637779282329,0.785714285714286,0.0575490859851049,0.120176032498307,0.0174887892376682,0.0,0.0267433987813135,59153.0,2109.0
31465,Suffolk County Massachusetts,298310.049654389,Census Tract 107.02,25025010702,9.09670943396227,2.94405283018869,38376.2212584252,2433,MA,0.0226058364159474,0.0402794903411426,0.885737772297575,0.0591861898890259,0.0912453760789149,0.0513326752221125,0.0,0.0682285244554049,64390.0,2275.0
31466,Suffolk County Massachusetts,128618.189599504,Census Tract 108.01,25025010801,9.02000000000001,2.93000000000001,10571.3572303922,3259,MA,0.003375268487266,0.0874501380791654,0.855477140227064,0.0460263884627186,0.0978827861307149,0.0294820717131474,0.0516717325227964,0.0355937404111691,68843.0,2177.0
31467,Suffolk County Massachusetts,155315.197321879,Census Tract 108.02,25025010802,9.00514493467271,2.91908607445342,147045.964478018,2978,MA,0.0104096709200806,0.0748824714573539,0.845198119543318,0.0617864338482203,0.0987239758226998,0.030975303474257,0.0,0.0862995298858294,68816.0,1965.0
31468,Suffolk County Massachusetts,228930.282609614,Census Tract 201.01,25025020101,9.09333333333333,3.57916666666665,152504.333519072,4121,MA,0.0167435088570735,0.0541130793496724,0.910701286095608,0.0043678718757583,0.0684299927202135,0.0110208816705336,0.104700854700855,0.0271778694491628,67202.0,1758.0
31469,Suffolk County Massachusetts,116175.354613314,Census Tract 202,25025020200,9.05487858063237,3.60224427594408,97389.3841337316,3908,MA,0.0245649948822927,0.110798362333675,0.790174002047083,0.0772773797338792,0.0944216990788127,0.0525780189959294,0.205,0.0148413510747185,49240.0,1799.0
31470,Suffolk County Massachusetts,267757.102641069,Census Tract 203.01,25025020301,8.72435014834113,3.80352653858679,266786.731669348,2609,MA,0.0249137600613262,0.276351092372557,0.681103871215025,0.0114986584898429,0.218474511307014,0.0774077407740774,0.266666666666667,0.104254503641242,59438.0,2436.0
31471,Suffolk County Massachusetts,75937.0754777411,Census Tract 203.02,25025020302,9.08231106676802,3.5858976308121,76192.565423943,1068,MA,0.0140449438202247,0.0037453183520599,0.933520599250936,0.0224719101123595,0.0159176029962547,0.0353741496598639,0.551724137931034,0.0589887640449438,57892.0,1739.0
31472,Suffolk County Massachusetts,515913.795312273,Census Tract 203.03,25025020303,8.42951100769979,3.57727293115049,516468.907536765,3487,MA,0.0997992543733869,0.197877831947233,0.541152853455693,0.145970748494408,0.0957843418411242,0.163022631377062,0.237864077669903,0.0364209922569544,60745.0,2252.0
31473,Suffolk County Massachusetts,81106.8149490488,Census Tract 301,25025030100,7.83583333333333,3.12500000000003,80469.1157915901,2186,MA,0.0041171088746569,0.0370539798719122,0.942360475754803,0.0132662397072278,0.0370539798719122,0.175352544451257,0.0,0.0576395242451967,44312.0,1687.0
31474,Suffolk County Massachusetts,53970.6628505643,Census Tract 302,25025030200,7.83583333333333,3.12500000000003,53976.2315889246,1754,MA,0.0256556442417332,0.031927023945268,0.839794754846066,0.0849486887115165,0.088939566704675,0.192062367115521,0.0,0.0632839224629418,54545.0,1638.0
31475,Suffolk County Massachusetts,920592.634549611,Census Tract 303,25025030300,8.16520505916974,2.75398096549998,462509.900442325,5451,MA,0.0662263804806457,0.0581544670702623,0.77325261419923,0.0733810310034856,0.102183085672354,0.185201693782037,0.123809523809524,0.0860392588515869,39273.0,2202.0
31476,Suffolk County Massachusetts,104887.804215366,Census Tract 304,25025030400,7.83583333333333,3.12500000000003,77373.9492532169,2588,MA,0.0139103554868624,0.0421174652241113,0.916151468315301,0.0255023183925811,0.071483771251932,0.156677678150071,0.0,0.0823029366306028,50015.0,1589.0
31477,Suffolk County Massachusetts,494627.100133296,Census Tract 305,25025030500,7.88954237200393,2.67968007454575,186441.349994255,2701,MA,0.0040725657164013,0.0459089226212514,0.908552388004443,0.0096260644205849,0.0570159200296187,0.0758465011286682,0.032258064516129,0.0396149574231766,61789.0,2141.0
